,probs,1,3,10
101,0.3,0.15920338034629822,0.30457374453544617,0.2848268151283264
102,0.4,0.26239699125289917,0.3667377233505249,0.42318427562713623
103,0.5,0.4110075533390045,0.4594094753265381,0.5324578881263733
104,0.6,0.49172845482826233,0.574678361415863,0.6556940674781799
105,0.7,0.5116918683052063,0.7010251879692078,0.7570755481719971
106,0.8,0.8187344074249268,0.8989571928977966,0.8501717448234558
107,0.9,0.8627746105194092,0.9483047723770142,0.9415994882583618
108,0.1,0.0029094847850501537,0.10852503031492233,0.08083818107843399
109,0.2,0.22979091107845306,0.19131335616111755,0.14986123144626617
110,0.3,0.2726752460002899,0.25167030096054077,0.2683139741420746
111,0.4,0.3304893672466278,0.37400227785110474,0.3991219103336334
112,0.5,0.5057047605514526,0.48610517382621765,0.5174117684364319
113,0.6,0.7657737731933594,0.579914927482605,0.6862918138504028
114,0.7,0.7049020528793335,0.7248502969741821,0.7559638023376465
115,0.8,0.8352130651473999,0.8306221961975098,0.7838046550750732
116,0.9,0.9585574865341187,0.8970067501068115,0.9003035426139832
117,0.1,0.08181794732809067,0.11453548073768616,0.06406907737255096
118,0.2,0.18322432041168213,0.1617784947156906,0.1563771367073059
119,0.3,0.2524110674858093,0.2628311216831207,0.22652165591716766
120,0.4,0.3423214256763458,0.3980640172958374,0.3785676062107086
121,0.5,0.42092594504356384,0.48574650287628174,0.4943956732749939
122,0.6,0.4555417001247406,0.6334198713302612,0.632796049118042
123,0.7,0.5370687246322632,0.7314592599868774,0.7152907848358154
124,0.8,0.7991328835487366,0.8108896613121033,0.865935206413269
125,0.9,0.9975416660308838,0.9689485430717468,0.9203144311904907
126,0.1,0.019038982689380646,0.07895566523075104,0.05561336129903793
127,0.2,0.14182309806346893,0.189591646194458,0.1617322713136673
128,0.3,0.2127884030342102,0.2793414890766144,0.2712475061416626
129,0.4,0.32894808053970337,0.4008042812347412,0.3591517508029938
130,0.5,0.5007836222648621,0.46486058831214905,0.5025903582572937
131,0.6,0.6413246989250183,0.6014750003814697,0.6225705742835999
132,0.7,0.7289475202560425,0.6497204899787903,0.7392450571060181
133,0.8,0.9012259840965271,0.8442370891571045,0.8467501401901245
134,0.9,0.962096631526947,0.8754768371582031,0.9146385192871094
135,0.1,0.06741607189178467,0.027542216703295708,0.09456417709589005
136,0.2,0.26302844285964966,0.1373099535703659,0.2245825082063675
137,0.3,0.33135515451431274,0.21787506341934204,0.2927541434764862
138,0.4,0.4366436302661896,0.3692582845687866,0.367594838142395
139,0.5,0.5363507270812988,0.48037999868392944,0.48247218132019043
140,0.6,0.5419127941131592,0.6083937287330627,0.5985734462738037
141,0.7,0.7088723182678223,0.7410472631454468,0.7113504409790039
142,0.8,0.7016621828079224,0.7844804525375366,0.8560147285461426
143,0.9,0.9519633650779724,0.9104902744293213,0.968478798866272
144,0.1,0.029693007469177246,0.07000523060560226,0.0303361676633358
145,0.2,0.22681279480457306,0.137112557888031,0.13727439939975739
146,0.3,0.277118980884552,0.31235271692276,0.24835221469402313
147,0.4,0.3755175471305847,0.41935789585113525,0.3919626474380493
148,0.5,0.3037133812904358,0.38767409324645996,0.5124638080596924
149,0.6,0.5392600297927856,0.5543068051338196,0.6110970973968506
150,0.7,0.6446071267127991,0.6926686763763428,0.7032163739204407
151,0.8,0.770993173122406,0.7796724438667297,0.7866572737693787
152,0.9,0.8915311098098755,0.916647732257843,0.8916903138160706
153,0.1,0.002275120234116912,0.031063437461853027,0.07450229674577713
154,0.2,0.14376163482666016,0.15249086916446686,0.20940639078617096
155,0.3,0.1657758504152298,0.2669598460197449,0.2555182874202728
156,0.4,0.3535720407962799,0.39802977442741394,0.36493197083473206
157,0.5,0.4930309057235718,0.5485997796058655,0.4608621299266815
158,0.6,0.57664555311203,0.6685471534729004,0.5824710130691528
159,0.7,0.652465283870697,0.7758607268333435,0.7398620247840881
160,0.8,0.773541271686554,0.7906937003135681,0.8556997776031494
161,0.9,0.9660292863845825,0.909050703048706,0.9516552686691284
162,0.1,0.026734545826911926,0.09428415447473526,0.05357766151428223
163,0.2,0.1136491522192955,0.20925673842430115,0.15270476043224335
164,0.3,0.2904737591743469,0.2887820601463318,0.27547043561935425
165,0.4,0.31141242384910583,0.35762518644332886,0.3743865191936493
166,0.5,0.5231951475143433,0.49847206473350525,0.5021657347679138
167,0.6,0.6214184761047363,0.6254140138626099,0.5927887558937073
168,0.7,0.7023333311080933,0.7328584790229797,0.6990079283714294
169,0.8,0.761519730091095,0.7966573238372803,0.8229970932006836
170,0.9,0.9724588394165039,0.9840162992477417,0.8909152150154114
171,0.1,0.006187909282743931,0.09369600564241409,0.055992066860198975
172,0.2,0.21826954185962677,0.13165763020515442,0.13229721784591675
173,0.3,0.2482505738735199,0.33914822340011597,0.23128320276737213
174,0.4,0.3354492485523224,0.33286774158477783,0.42489364743232727
175,0.5,0.5894530415534973,0.4847574532032013,0.4856351912021637
176,0.6,0.6362736821174622,0.6828990578651428,0.6067430377006531
177,0.7,0.698271632194519,0.7394291162490845,0.6879898309707642
178,0.8,0.7290303111076355,0.8253718018531799,0.8320980668067932
179,0.9,0.8301728963851929,0.9045048952102661,0.8998814225196838
